Year,Country,Name,Role
2007,Albania,Ilia Ninka,Leader
2007,Argentina,Rogelio Faustino Garcia Llano,Leader
2007,Argentina,Hugo Ryckeboer,Deputy leader
2007,Argentina,Maria Mercedes Andreau De Garcia Llano,Guest
2007,Armenia,Vahram Dumanyan,Leader
2007,Armenia,Armen Andreasyan,Deputy leader
2007,Armenia,Vahe Musoyan,Observer
2007,Australia,Benjamin Burton,Leader
2007,Australia,Bernard Blackham,Deputy leader
2007,Australia,Peter Taylor,Invited guest
2007,Austria,Helmut Achleitner,Leader
2007,Austria,Johann Fellner,Deputy leader
2007,Austria,Stefan Lendl,Guest
2007,Azerbaijan,Ramin Mahmudzade,Leader
2007,Azerbaijan,Ismayil Sadigov,Deputy leader
2007,Azerbaijan,Adil Aliyev,Observer
2007,Azerbaijan,Isfandiyar Rashidzade,Observer
2007,Bangladesh,Abdullah Al Mahmud,Leader
2007,Bangladesh,Mohammad Kaykobad,Deputy leader
2007,Bangladesh,Muhammed Zafar Iqbal,Guest
2007,Belarus,Irina Kirinovich,Leader
2007,Belarus,Michael Dolinski,Deputy leader
2007,Bosnia and Herzegovina,Leo Hatvani,Leader
2007,Bosnia and Herzegovina,Nada Vasiljevic,Deputy leader
2007,Brazil,Raphael Menderico,Leader
2007,Brazil,Pedro Demasi,Deputy leader
2007,Brazil,Ricardo Anido,IC member
2007,Bulgaria,Emil Kelevedjiev,Leader
2007,Bulgaria,Stoyan Kapralov,Deputy leader
2007,Bulgaria,Krassimir Manev,IC member
2007,Bulgaria,Anton Iliev,Observer
2007,Bulgaria,Asen Rahnev,Observer
2007,Bulgaria,Diana Stanoeva-Staribratova,Observer
2007,Bulgaria,Dimitar Mekerov,Observer
2007,Bulgaria,Hristo Krushkov,Observer
2007,Bulgaria,Ivaylo Staribratov,Observer
2007,Bulgaria,Kircho Atanasov,Observer
2007,Bulgaria,Kosta Garov,Observer
2007,Bulgaria,Olga Rahneva,Observer
2007,Bulgaria,Silvia Kancheva,Observer
2007,Bulgaria,Vladimir Shkurtov,Observer
2007,Canada,Graeme David Kemkes,Leader
2007,Canada,Ian Munro,Deputy leader
2007,Canada,Troy Vasiga,IC member
2007,Canada,Gordon Cormack,ISC member
2007,Chile,Alexander Tchobanov Velkov ,Leader
2007,Chile,Ivan Anev,Deputy leader
2007,Chile,Alejandra Ibanez,Guest
2007,China,Hong Wang,Leader
2007,China,Wenxin Li,Deputy leader
2007,China,Zide Du,President
2007,Colombia,Mario Cruz,Leader
2007,Croatia,Predrag Brođanac,Leader
2007,Croatia,Igor Bonači,Deputy leader
2007,Croatia,Ivo Šeparović,Chairman
2007,Croatia,Bojan Antolović,ISC member
2007,Croatia,Lovro Pužar,ISC member
2007,Croatia,Zvonimir Bujanović,ISC member
2007,Cuba,Francisco José Hernández González,Leader
2007,Cyprus,Michalis Farazis,Leader
2007,Cyprus,Georgios Michael,Deputy leader
2007,Czech Republic,Pavel Töpfer,Leader
2007,Czech Republic,Petr Škoda,Deputy leader
2007,Czech Republic,Martin Mareš,ISC member
2007,Denmark,Jørgen E. G. Nielsen,Leader
2007,Egypt,Mohamed Taha,Leader
2007,Egypt,Mohamed El Sherif,Deputy leader
2007,Egypt,Mohamed Youssef,IC member
2007,Egypt,Yasser M. Abdel Ghany,IC member
2007,Egypt,Ossama Mohamed Ismail,ISC member
2007,Egypt,Ahmed El-Sayed,Observer
2007,Egypt,Amr Safwat,Observer
2007,Egypt,Ekram Abdel Gawad,Observer
2007,Egypt,Haytham Hassan,Observer
2007,Egypt,Hesham Afifi,Observer
2007,Egypt,Iman Al-Mallah,Observer
2007,Egypt,Ingy Ibrahim,Observer
2007,Egypt,Kareman Mohsen,Observer
2007,Egypt,Mohamed El-Sabbagh,Observer
2007,Egypt,Mohamed Fouad,Observer
2007,Egypt,Ossama Shehata,Observer
2007,Egypt,Salah Elewa,Observer
2007,Egypt,Zakaria Talha,Observer
2007,Estonia,Ahto Truu,Leader
2007,Estonia,Heno Ivanov,Deputy leader
2007,Finland,Heikki Hyyrö,Leader
2007,Finland,Timo Poranen,Deputy leader
2007,Finland,Jari Koivisto,Executive Director
2007,France,Mathias Hiron,Leader
2007,France,Lucien Pech,Deputy leader
2007,Georgia,George Mandaria,Leader
2007,Georgia,Zaza Gamezardashvili,Deputy leader
2007,Georgia,Vladimer Kirvalidze,Guest
2007,Georgia,Zurab Inashvili,Guest
2007,Germany,Wolfgang Pohl,Leader
2007,Germany,Daniel Jasper,Deputy leader
2007,Greece,Michael Chatzopoulos,Leader
2007,Greece,Nikolaos S. Papaspyrou,Deputy leader
2007,"Hong Kong, China",Po Wa Yan,Leader
2007,"Hong Kong, China",Hoi Hung Ma,Deputy leader
2007,Hungary,Gyula Horváth,Leader
2007,Hungary,László Zsakó,Deputy leader
2007,India,Madhavan Mukund,Leader
2007,India,Narayan Kumar Krishnan,Deputy leader
2007,Indonesia,Suryana Setiawan,Leader
2007,Indonesia,Lie Roberto Eliantono Adiseputra,Deputy leader
2007,Iran,Ghassem Jaberipur,Leader
2007,Iran,Hamed Ahmadi Nejad,Deputy leader
2007,Iran,Sama Goliaei,Guest
2007,Iran,Mohamad-Hadi Fouroghmand Aarabi,Observer
2007,Ireland,Charlie Michael Daly,Leader
2007,Ireland,Ciarán O'Conaire,Deputy leader
2007,Ireland,Michael Anthony Cotter,Guest
2007,Israel,David Ginat,Leader
2007,Israel,Ella Tzur,Deputy leader
2007,Italy,Giorgio Casadei,Leader
