Year,Country,Name,Role
2004,Albania,Ilia Ninka,Leader
2004,Albania,Eqerem Arkaxhiu,Deputy leader
2004,Argentina,Rogelio Faustino Garcia Llano,Leader
2004,Argentina,Hugo Ryckeboer,Deputy leader
2004,Armenia,Armen Andreasyan,Leader
2004,Armenia,Gevorg Aslamazyan,Deputy leader
2004,Australia,Benjamin Burton,Leader
2004,Australia,Bernard Blackham,Deputy leader
2004,Austria,Karl Josef Fuchs,Leader
2004,Austria,Gerald Futschek,Deputy leader
2004,Azerbaijan,Ramin Mahmudzade,Leader
2004,Azerbaijan,Bilal Huseynov,Deputy leader
2004,Bangladesh,Mohammad Kaykobad,Observer
2004,Belarus,Irina Kirinovich,Leader
2004,Belarus,Aliaksandr Kandratovich,Deputy leader
2004,Bosnia and Herzegovina,Haris Gavranović,Leader
2004,Bosnia and Herzegovina,Dean Čupović,Deputy leader
2004,Brazil,Ricardo Anido,Leader
2004,Brazil,Luis Rogério da Silva,Deputy leader
2004,Bulgaria,Emil Kelevedjiev,Leader
2004,Bulgaria,Stoyan Kapralov,Deputy leader
2004,Canada,Gordon Cormack,Leader
2004,Canada,Troy Vasiga,Deputy leader
2004,Chile,Alexander Tchobanov Velkov ,Leader
2004,Chile,Ivan Anev,Deputy leader
2004,China,Hong Wang,Leader
2004,China,Wenxin Li,Deputy leader
2004,China,Zide Du,Guest
2004,Colombia,Bianca Marroquin,Leader
2004,Colombia,Duvier Zuluaga,Deputy leader
2004,Colombia,Mario Cruz,IC member
2004,Croatia,Krešimir Malnar,Leader
2004,Croatia,Zvonimir Bujanović,Deputy leader
2004,Croatia,Ivo Šeparović,IC member
2004,Cuba,Raidel Marichal Aquilar,Leader
2004,Cuba,Leonardo Cardona Luque,Deputy leader
2004,Cyprus,Panicos Masouras,Leader
2004,Cyprus,Andreas Loutsios,Deputy leader
2004,Czech Republic,Pavel Töpfer,Leader
2004,Czech Republic,Martin Mareš,Deputy leader
2004,Denmark,Knud Fjeldsted,Leader
2004,Denmark,Jørgen E. G. Nielsen,Deputy leader
2004,Egypt,Ossama Mohamed Ismail,Leader
2004,Egypt,Safwat Eskandar,Deputy leader
2004,Egypt,Yasser M. Abdel Ghany,IC member
