Year,Country,Name,Role
2005,Albania,Ilia Ninka,Leader
2005,Albania,Eqerem Arkaxhiu,Deputy leader
2005,Argentina,Rogelio Faustino Garcia Llano,Leader
2005,Argentina,Hugo Ryckeboer,Deputy leader
2005,Argentina,Maria Mercedes Andreau De Garcia Llano,Guest
2005,Argentina,Pablo Enrique Coll,Guest
2005,Armenia,Armen Andreasyan,Leader
2005,Armenia,Gevorg Aslamazyan,Deputy leader
2005,Australia,Benjamin Burton,Leader
2005,Australia,Bernard Blackham,Deputy leader
2005,Australia,Peter Taylor,Invited guest
2005,Austria,Helmut Achleitner,Leader
2005,Austria,Johann Fellner,Deputy leader
2005,Azerbaijan,Ramin Mahmudzade,Leader
2005,Azerbaijan,Bilal Huseynov,Deputy leader
2005,Bangladesh,Mohammad Kaykobad,Leader
2005,Bangladesh,Asif-ul Haque,Deputy leader
2005,Belarus,Irina Kirinovich,Leader
2005,Belarus,Serge Kashkevich,Deputy leader
2005,Bosnia and Herzegovina,Željko  Jurić,Leader
2005,Bosnia and Herzegovina,Kristina Kuprešak,Deputy leader
2005,Brazil,Fernando Aires,Leader
2005,Brazil,Raphael Menderico,Deputy leader
2005,Brazil,Ricardo Anido,IC member
2005,Bulgaria,Krassimir Manev,Leader
2005,Bulgaria,Emil Kelevedjiev,Deputy leader
2005,Bulgaria,Jordan Radev,Guest
2005,Bulgaria,Kircho Atanasov,Guest
2005,Bulgaria,Silvia Kancheva,Guest
2005,Bulgaria,Stoyan Kapralov,Observer
2005,Canada,Graeme David Kemkes,Leader
2005,Canada,Ian Munro,Deputy leader
2005,Canada,Gordon Cormack,ISC member
2005,Chile,Alexander Tchobanov Velkov ,Leader
2005,Chile,Victor Contreras,Deputy leader
2005,China,Wenhu Wu,Leader
2005,China,Baolin Yin,Deputy leader
2005,China,Zide Du,Guest
2005,Colombia,Mario Cruz,Leader
2005,Colombia,Edwin Niño,Deputy leader
2005,Croatia,Zvonimir Bujanović,Deputy leader
2005,Croatia,Ivo Šeparović,IC member
2005,Croatia,Vlasta Separovic,Guest
2005,Cuba,Francisco José Hernández González,Leader
2005,Cyprus,Panicos Masouras,Leader
2005,Cyprus,Andreas Loutsios,Deputy leader
2005,Cyprus,Alexantros Kyriakides,Guest
2005,Cyprus,Neofytos Dimitriou,Guest
2005,Czech Republic,Pavel Töpfer,Leader
2005,Czech Republic,Zdeněk Dvořák,Deputy leader
2005,Denmark,Jørgen E. G. Nielsen,Leader
2005,Denmark,Knud Fjeldsted,Deputy leader
2005,Egypt,Mohamed Taha,Leader
2005,Egypt,Mohamed El Sherif,Deputy leader
2005,Egypt,Mohamed Youssef,IC member
2005,Egypt,Ossama Mohamed Ismail,IC member
2005,Egypt,Yasser M. Abdel Ghany,IC member
2005,Estonia,Ahto Truu,Leader
2005,Estonia,Heno Ivanov,Deputy leader
2005,Finland,Jari Koivisto,Leader
2005,Finland,Matti Nykänen,Deputy leader
2005,Finland,Jyrki Nummenmaa,ISC member
2005,France,Mathias Hiron,Leader
2005,France,Arthur Chaguéraud,Deputy leader
2005,Georgia,George Mandaria,Leader
2005,Georgia,Zaza Gamezardashvili,Deputy leader
2005,Germany,Tobias Polley,Leader
2005,Germany,Julian Rüth,Deputy leader
2005,Germany,Wolfgang Pohl,IC member
2005,Greece,Yannis Manolopoulos,Leader
2005,Greece,Nikitas Karanikolas,Deputy leader
